================================================================================
CUMULATIVE TIME (includes subcalls)
================================================================================
         4485398 function calls (4479293 primitive calls) in 9.500 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.008    0.008 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/compiler.py:227(_rebuild)
        1    0.000    0.000    0.008    0.008 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/cpython/unicode_support.py:1(<module>)
        9    0.003    0.000    0.008    0.001 {built-in method builtins.sum}
       19    0.007    0.000    0.008    0.000 /Users/jeff/experiments/network_flow_solver/src/network_solver/simplex.py:1693(_reset_devex_weights)
     1130    0.002    0.000    0.008    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1248(register)
        1    0.000    0.000    0.008    0.008 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/cffi/__init__.py:1(<module>)
     1290    0.002    0.000    0.008    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/event.py:209(broadcast)
       42    0.001    0.000    0.008    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/scipy/sparse/_coo.py:202(_check)
      110    0.000    0.000    0.008    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1297(decorator)
        1    0.000    0.000    0.007    0.007 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/codegen.py:1164(unserialize_library)
        1    0.000    0.000    0.007    0.007 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/codegen.py:932(_unserialize)
        1    0.000    0.000    0.007    0.007 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/codegen.py:665(_optimize_final_module)
      110    0.001    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1275(decorate)
      282    0.000    0.000    0.007    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:312(<genexpr>)
     1577    0.005    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/context.py:580(_insert_global)
     1252    0.001    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/context.py:605(insert_global)
     2469    0.002    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/target_extension.py:47(current_target)
        1    0.000    0.000    0.007    0.007 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/runtime/nrtdynmod.py:181(create_nrt_module)
      312    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      109    0.001    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1009(make_intrinsic_template)
      126    0.001    0.000    0.007    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/scipy/sparse/_base.py:1532(_get_index_dtype)
      319    0.007    0.000    0.007    0.000 {built-in method posix.stat}
        1    0.005    0.005    0.007    0.007 {method 'sort' of 'list' objects}
      397    0.001    0.000    0.006    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:83(__exit__)
      127    0.001    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:551(drive)
        1    0.003    0.003    0.006    0.006 /Users/jeff/experiments/network_flow_solver/src/network_solver/scaling.py:37(should_scale_problem)
       76    0.000    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:3343(signature)
      282    0.001    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:316(<genexpr>)
       76    0.000    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:3081(from_callable)
       17    0.000    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:969(parse)
       76    0.001    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:2501(_signature_from_callable)
      127    0.001    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:407(_load_parts)
2058/1684    0.002    0.000    0.006    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.006    0.006 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/np/npyimpl.py:1(<module>)
    30/17    0.000    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:452(_parse_sub)
2265/1965    0.003    0.000    0.006    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/types/abstract.py:121(__hash__)
      397    0.001    0.000    0.006    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:77(__enter__)
      128    0.006    0.000    0.006    0.000 {method '__exit__' of '_io._IOBase' objects}
    16829    0.006    0.000    0.006    0.000 {built-in method builtins.iter}
    48/20    0.002    0.000    0.006    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:512(_parse)
      397    0.001    0.000    0.006    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/base.py:1255(exit_fn)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/np/linalg.py:1(<module>)
      126    0.004    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/scipy/sparse/_sputils.py:264(get_index_dtype)
        3    0.000    0.000    0.005    0.002 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/codegen.py:1094(_load_defined_symbols)
      246    0.001    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/target_extension.py:82(_get_local_target_checked)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/cffi/api.py:1(<module>)
       88    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/np/random/distributions.py:1(<module>)
     1290    0.002    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/event.py:243(notify)
      282    0.001    0.000    0.005    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py:103(<genexpr>)
      298    0.003    0.000    0.005    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py:35(update_wrapper)
     6190    0.005    0.000    0.005    0.000 {method 'pop' of 'dict' objects}
      248    0.000    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:19(__enter__)
      397    0.001    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/base.py:1252(enter_fn)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/src/network_solver/simplex.py:436(_sync_vectorized_arrays)
       87    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/mathdecl.py:1(<module>)
       42    0.001    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/scipy/sparse/_coo.py:381(_coo_to_compressed)
        1    0.000    0.000    0.005    0.005 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/cpython/numbers.py:1(<module>)
      248    0.001    0.000    0.005    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:11(acquire)
       13    0.002    0.000    0.005    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/collections/__init__.py:355(namedtuple)
        7    0.000    0.000    0.005    0.001 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1059(_init_once)
      170    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:486(cache_from_source)
2058/1684    0.004    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.004    0.001 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/misc/quicksort.py:258(make_jit_quicksort)
      858    0.004    0.000    0.004    0.000 {built-in method builtins.round}
       76    0.002    0.000    0.004    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:2397(_signature_from_function)
        4    0.000    0.000    0.004    0.001 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/misc/quicksort.py:27(make_quicksort_impl)
     1290    0.002    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/event.py:100(__init__)
      248    0.000    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:22(__exit__)
       36    0.000    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/misc/quicksort.py:260(<lambda>)
        1    0.000    0.000    0.004    0.004 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/pycparser/c_lexer.py:1(<module>)
       97    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:304(acquire)
      248    0.001    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:15(release)
        1    0.000    0.000    0.004    0.004 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/experimental/function_type.py:1(<module>)
     1516    0.002    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/context.py:510(is_for_this_target)
      315    0.001    0.000    0.004    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.004    0.004 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/npdatetime.py:1(<module>)
       92    0.000    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/binding/module.py:220(__next__)
     1539    0.003    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/context.py:566(_lookup_global)
       17    0.000    0.000    0.004    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:578(_code)
      127    0.002    0.000    0.004    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:387(_parse_path)
     1184    0.002    0.000    0.004    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/base.py:138(append)
      224    0.002    0.000    0.004    0.000 {built-in method builtins.any}
       17    0.000    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numpy/_core/numeric.py:2279(allclose)
        8    0.000    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/codegen.py:1245(_function_pass_manager)
        3    0.000    0.000    0.003    0.001 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/ir/module.py:243(__repr__)
        1    0.000    0.000    0.003    0.003 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/listdecl.py:1(<module>)
      172    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:632(cached)
     4057    0.002    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/src/network_solver/simplex.py:158(<genexpr>)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1648(_fill_cache)
        3    0.000    0.000    0.003    0.001 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/ir/module.py:217(_get_body_lines)
        1    0.000    0.000    0.003    0.003 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/np/npyimpl.py:807(register_ufuncs)
       87    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
      129    0.001    0.000    0.003    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/_functools.py:89(pass_none)
       38    0.000    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/dispatcher.py:44(__init__)
       87    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
     6464    0.003    0.000    0.003    0.000 {built-in method math.isfinite}
       17    0.001    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numpy/_core/numeric.py:2373(isclose)
     2360    0.003    0.000    0.003    0.000 {method 'clear' of 'dict' objects}
        9    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
      599    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
     2582    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/np/random/random_methods.py:1(<module>)
      457    0.000    0.000    0.003    0.000 <frozen abc>:117(__instancecheck__)
    96/17    0.001    0.000    0.003    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:37(_compile)
        8    0.000    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1013(__str__)
        8    0.000    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1006(descr)
        6    0.000    0.000    0.003    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:528(__new__)
     1294    0.002    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/event.py:66(_guard_kind)
      127    0.000    0.000    0.003    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:711(joinpath)
     1232    0.002    0.000    0.003    0.000 /Users/jeff/experiments/network_flow_solver/.venv/lib/python3.12/site-packages/numba/core/typing/context.py:612(insert_function)
     1572    0.003    0.000    0.003    0.000 {built-in method builtins.min}
      129    0.000    0.000    0.003    0.000 /usr/local/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/_functools.py:99(wrapper)
